battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1898.0,0,1.8,1,3,1,56.0,0.2,185.0,7,4,444,739.0,2114.0,10,5,19.0,1,1,1,2
1158.0,0,0.7,1,1,1,29.0,0.7,123.0,2,20,311,1796.0,1542.0,17,9,15.0,1,0,1,1
1451.0,1,0.5,0,5,1,57.0,0.6,181.0,8,12,812,1456.0,3038.0,15,7,18.0,1,0,1,3
1820.0,1,1.4,0,5,0,51.0,0.9,163.0,7,10,202,1884.0,2481.0,11,9,11.0,0,0,0,2
984.0,0,0.5,1,3,1,9.0,0.8,140.0,3,20,531,707.0,841.0,18,15,16.0,1,0,0,0
580.0,1,2.1,1,0,0,24.0,0.4,135.0,4,5,404,898.0,3565.0,12,11,8.0,1,0,1,2
1263.0,1,2.0,0,0,0,5.0,0.4,146.0,6,3,954,1609.0,1958.0,9,6,4.0,1,1,1,2
1237.0,0,0.5,0,2,0,27.0,0.1,87.0,8,5,274,603.0,2454.0,14,0,8.0,1,1,1,2
514.0,1,1.6,0,7,1,37.0,0.1,172.0,1,9,956,1723.0,3392.0,12,8,5.0,1,1,1,3
1515.0,0,2.6,0,0,1,56.0,0.9,184.0,3,1,1438,1593.0,262.0,14,4,20.0,1,1,0,0
721.0,0,0.5,1,6,1,6.0,0.4,194.0,4,9,1446,1988.0,530.0,8,4,8.0,1,0,1,0
603.0,1,2.5,1,3,0,35.0,0.7,126.0,3,16,692,1057.0,3703.0,13,1,9.0,0,0,1,3
1426.0,1,2.5,0,2,1,55.0,0.4,109.0,1,7,777,1032.0,2562.0,5,1,3.0,1,0,0,2
1820.0,1,1.7,1,0,1,64.0,0.6,161.0,1,3,1157,1951.0,574.0,10,2,18.0,1,1,0,1
1215.0,0,1.0,0,4,0,16.0,0.1,130.0,4,8,454,1473.0,2632.0,7,1,15.0,0,0,1,2
697.0,0,2.7,1,5,1,20.0,0.4,173.0,2,6,478,1477.0,259.0,12,6,4.0,1,1,1,0
717.0,1,0.5,1,4,0,10.0,0.6,198.0,1,5,217,1106.0,688.0,10,7,15.0,0,1,0,0
1348.0,1,2.0,1,5,0,36.0,0.3,145.0,6,6,468,741.0,2554.0,19,1,12.0,0,1,0,2
1164.0,1,2.6,1,0,0,61.0,0.3,88.0,1,6,1107,1656.0,3859.0,11,10,17.0,0,1,0,3
578.0,1,0.5,0,9,1,62.0,0.3,170.0,5,13,626,1134.0,2977.0,15,12,5.0,1,1,1,2
1971.0,1,0.5,1,0,0,40.0,0.3,186.0,7,19,485,922.0,571.0,8,7,17.0,1,1,0,0
1794.0,1,0.5,1,5,1,55.0,0.5,86.0,7,7,43,627.0,402.0,14,7,14.0,1,0,1,0
1558.0,1,2.5,0,2,1,32.0,0.1,114.0,5,3,322,1385.0,878.0,16,5,17.0,1,1,1,0
1597.0,1,0.9,0,4,1,4.0,0.5,85.0,1,19,880,1145.0,2130.0,8,3,15.0,1,1,0,2
1240.0,0,1.6,0,0,0,39.0,0.1,146.0,2,9,1511,1756.0,3260.0,13,1,17.0,0,0,1,3
1994.0,1,0.8,1,2,1,7.0,0.6,88.0,8,4,667,711.0,454.0,11,8,6.0,1,1,0,0
1221.0,0,2.3,0,7,1,35.0,0.4,152.0,7,19,765,1899.0,2638.0,19,16,14.0,1,1,1,2
989.0,1,1.6,1,11,1,24.0,0.6,156.0,8,17,614,679.0,2819.0,16,13,5.0,1,0,1,2
1180.0,1,1.2,0,5,1,50.0,1.0,144.0,4,20,925,1252.0,1464.0,7,3,20.0,1,1,1,1
718.0,0,2.8,0,10,0,59.0,0.8,113.0,6,13,1185,1387.0,1824.0,11,9,3.0,1,1,0,1
1670.0,1,1.6,1,0,0,47.0,0.8,139.0,8,15,1706,1886.0,876.0,16,0,5.0,1,1,0,1
534.0,1,2.5,0,1,1,21.0,0.3,164.0,7,9,347,1477.0,2706.0,7,5,18.0,1,1,0,2
1566.0,1,0.5,1,0,0,20.0,0.5,126.0,2,0,1603,1930.0,659.0,14,9,13.0,1,1,1,1
1935.0,0,0.5,0,0,1,29.0,0.6,124.0,5,9,806,860.0,455.0,9,2,6.0,1,0,1,0
504.0,1,2.8,1,2,0,54.0,0.4,163.0,2,10,1207,1539.0,2378.0,17,11,2.0,1,0,0,2
913.0,0,1.7,1,1,1,41.0,0.3,103.0,1,14,431,1144.0,2278.0,15,3,18.0,1,1,0,1
1317.0,0,1.8,1,2,0,43.0,0.5,113.0,5,3,179,613.0,3436.0,16,13,5.0,0,1,1,3
917.0,1,0.5,0,1,1,31.0,0.5,88.0,6,2,423,909.0,3424.0,19,2,13.0,1,1,0,3
712.0,0,2.5,1,1,0,49.0,0.6,99.0,6,3,1131,1743.0,401.0,5,0,10.0,1,0,1,0
1083.0,0,1.0,0,6,0,52.0,0.9,126.0,2,20,925,1469.0,681.0,19,18,19.0,1,1,1,0
1039.0,0,0.6,0,5,1,6.0,0.1,136.0,6,8,62,544.0,3212.0,15,7,7.0,1,0,1,2
1747.0,0,0.5,0,4,0,13.0,0.7,185.0,6,12,800,873.0,3105.0,7,1,10.0,1,0,0,3
1449.0,1,0.5,1,0,0,52.0,0.6,105.0,6,0,211,947.0,2036.0,5,1,10.0,0,1,0,1
1872.0,1,0.5,1,14,0,49.0,0.2,139.0,7,18,81,1389.0,3153.0,16,15,5.0,1,1,0,3
1796.0,0,1.6,1,5,0,7.0,0.1,101.0,4,6,667,798.0,1642.0,9,4,3.0,0,1,1,1
1097.0,0,1.4,0,0,0,60.0,0.8,181.0,1,17,405,519.0,509.0,15,12,12.0,1,0,0,0
1562.0,0,0.5,1,1,1,20.0,0.8,172.0,8,10,678,1676.0,3465.0,16,11,6.0,1,1,0,3
1433.0,1,2.3,0,8,1,27.0,0.9,153.0,7,12,1619,1651.0,3900.0,18,16,2.0,1,0,1,3
740.0,0,1.8,0,1,0,12.0,0.2,123.0,1,11,935,1147.0,1105.0,7,6,19.0,0,1,1,0
676.0,0,2.2,0,1,1,39.0,0.2,84.0,1,5,864,1011.0,2064.0,13,7,6.0,1,0,0,1
503.0,1,1.8,1,1,1,13.0,0.7,131.0,1,4,1495,1688.0,3117.0,19,6,9.0,1,0,1,3
1020.0,0,1.5,0,13,1,7.0,0.7,96.0,3,18,870,1613.0,1142.0,13,9,8.0,1,0,1,1
896.0,0,1.0,1,3,1,4.0,0.3,111.0,1,4,1379,1469.0,1060.0,12,10,4.0,1,1,1,1
1824.0,1,0.8,0,4,1,19.0,0.9,143.0,2,5,1055,1738.0,2381.0,14,1,5.0,1,0,0,2
1512.0,0,0.6,1,1,1,54.0,0.4,134.0,3,2,220,1838.0,3366.0,7,3,11.0,1,0,1,3
1053.0,0,2.9,0,7,0,42.0,0.9,126.0,6,17,419,1261.0,1339.0,17,0,14.0,0,0,1,0
1944.0,1,1.8,1,0,1,31.0,0.8,87.0,4,10,1111,1362.0,2560.0,7,3,8.0,1,0,0,3
1174.0,0,0.7,1,1,1,25.0,0.8,91.0,2,8,1097,1461.0,285.0,19,7,3.0,1,0,1,0
627.0,1,1.6,1,3,1,12.0,0.2,131.0,7,17,447,819.0,2476.0,17,1,10.0,1,0,0,1
1602.0,0,2.7,0,4,1,46.0,0.6,118.0,1,5,273,1062.0,1862.0,16,9,2.0,1,0,1,1
1733.0,1,1.5,1,4,1,6.0,0.9,170.0,1,15,590,997.0,3488.0,6,4,10.0,1,1,1,3
586.0,0,1.4,1,10,1,8.0,0.5,142.0,8,14,116,598.0,3178.0,9,7,10.0,1,0,1,2
1528.0,0,2.4,0,2,0,37.0,0.2,156.0,8,3,306,564.0,733.0,15,0,14.0,1,1,0,0
875.0,0,0.7,0,2,0,23.0,0.1,110.0,7,7,300,1316.0,756.0,14,5,6.0,0,0,0,0
1602.0,0,0.6,0,12,0,58.0,0.4,170.0,1,13,1259,1746.0,3622.0,17,2,17.0,0,1,1,3
1426.0,0,1.6,0,4,1,12.0,0.7,174.0,5,16,1573,1694.0,1277.0,14,9,5.0,1,0,0,1
1370.0,0,1.4,0,5,1,6.0,0.2,158.0,6,8,1392,1783.0,3703.0,13,10,11.0,1,1,0,3
609.0,1,0.5,0,4,1,10.0,0.1,81.0,6,6,113,1524.0,1905.0,16,3,18.0,1,1,1,1
840.0,0,1.2,1,5,1,15.0,0.3,178.0,6,8,526,1728.0,2636.0,12,2,6.0,1,1,0,2
991.0,0,2.0,0,2,1,12.0,0.3,158.0,5,6,1209,1678.0,2014.0,11,9,10.0,1,0,0,2
1724.0,1,1.8,0,0,1,9.0,0.8,100.0,2,1,655,828.0,3056.0,18,16,6.0,1,0,0,3
584.0,1,1.8,0,0,1,19.0,0.3,168.0,3,0,1123,1622.0,465.0,12,8,4.0,1,1,0,0
860.0,1,1.3,1,1,1,49.0,0.7,141.0,6,13,692,979.0,3869.0,16,14,20.0,1,1,1,3
1541.0,1,2.8,1,10,1,28.0,0.2,165.0,5,15,796,1052.0,1108.0,12,1,7.0,1,0,1,1
615.0,1,0.5,1,7,0,58.0,0.5,130.0,5,8,1021,1958.0,1906.0,14,5,5.0,1,0,0,1
912.0,1,2.8,1,6,1,46.0,0.4,84.0,4,11,995,1310.0,851.0,8,4,4.0,1,1,1,0
1278.0,1,1.2,0,10,1,60.0,0.6,172.0,7,14,1244,1504.0,3142.0,11,4,19.0,1,0,1,3
1365.0,0,0.6,0,0,1,31.0,0.3,125.0,4,0,293,970.0,1300.0,14,7,13.0,1,0,1,0
1702.0,0,1.0,0,7,0,36.0,0.1,177.0,5,9,1240,1931.0,1430.0,8,6,10.0,0,0,0,2
589.0,1,0.5,0,1,1,59.0,0.7,146.0,8,4,759,1858.0,362.0,16,10,6.0,1,1,1,0
1347.0,0,1.5,1,10,0,56.0,0.3,95.0,1,19,398,1528.0,2456.0,13,0,13.0,1,1,1,2
1644.0,0,2.8,0,0,1,44.0,1.0,137.0,8,0,358,791.0,2360.0,7,4,19.0,1,0,0,2
956.0,0,1.9,1,1,0,42.0,0.1,133.0,7,11,403,1614.0,3700.0,10,0,7.0,1,1,0,3
1089.0,0,1.4,1,10,0,2.0,0.1,153.0,7,20,211,1409.0,2620.0,7,5,13.0,1,0,0,2
871.0,0,0.6,0,2,0,52.0,0.1,178.0,3,3,194,1437.0,437.0,14,7,17.0,1,0,0,0
664.0,0,1.5,0,5,1,6.0,0.9,164.0,2,19,1076,1472.0,3774.0,11,5,18.0,1,0,0,3
1874.0,1,0.6,0,1,0,19.0,0.8,192.0,2,9,1238,1418.0,1218.0,15,10,17.0,0,1,0,1
1928.0,0,2.6,0,5,0,5.0,0.8,162.0,5,16,229,1004.0,696.0,14,12,15.0,1,1,1,0
888.0,0,2.6,1,2,1,33.0,0.4,198.0,2,17,327,1683.0,3407.0,12,1,20.0,1,0,0,3
1077.0,1,1.7,1,1,0,58.0,0.8,86.0,7,13,135,1892.0,3902.0,9,3,3.0,1,0,0,3
1023.0,1,2.3,1,5,1,30.0,0.2,80.0,8,7,5,1744.0,2086.0,10,0,19.0,1,1,1,1
1426.0,1,0.8,0,2,1,42.0,0.6,84.0,3,10,715,1163.0,1356.0,15,9,16.0,1,0,1,1
831.0,0,1.7,1,7,1,26.0,0.7,177.0,5,11,511,621.0,1704.0,6,5,20.0,1,1,1,0
1496.0,1,1.3,1,0,1,6.0,0.5,85.0,3,9,549,1383.0,3571.0,16,1,11.0,1,1,1,3
1433.0,1,2.3,0,2,1,5.0,0.1,129.0,5,11,420,784.0,2132.0,18,15,19.0,1,0,1,1
1095.0,1,2.6,1,0,1,44.0,0.7,103.0,4,5,838,1066.0,3209.0,13,11,8.0,1,1,1,3
643.0,1,0.7,1,3,1,23.0,0.8,156.0,1,9,314,1400.0,2096.0,13,6,2.0,1,0,0,1
1142.0,1,1.1,0,0,1,6.0,0.5,198.0,4,0,739,1766.0,1273.0,19,0,6.0,1,0,0,1
730.0,1,0.5,1,3,1,27.0,0.1,112.0,5,10,62,846.0,3623.0,9,4,15.0,1,1,0,2
1901.0,1,0.5,0,5,1,41.0,0.6,131.0,2,17,3,1662.0,368.0,5,1,12.0,1,0,0,0
1510.0,0,0.6,1,1,0,32.0,0.7,135.0,3,8,963,1520.0,854.0,8,2,10.0,1,0,1,1
1924.0,0,2.6,0,0,1,59.0,0.9,136.0,6,0,1438,1923.0,3646.0,10,9,16.0,1,0,1,3
1825.0,0,1.1,1,13,1,17.0,0.1,157.0,4,18,1621,1773.0,3130.0,12,4,2.0,1,0,1,3
1275.0,1,0.5,1,3,1,5.0,0.2,152.0,1,9,19,501.0,3784.0,13,4,4.0,1,1,0,3
987.0,1,2.3,0,9,0,17.0,0.8,124.0,7,17,887,1274.0,3885.0,11,0,14.0,1,1,0,3
1538.0,1,2.3,0,6,1,13.0,0.2,121.0,7,7,567,986.0,1494.0,18,10,12.0,1,1,1,1
1965.0,1,0.5,0,4,1,29.0,0.5,149.0,5,13,584,676.0,2973.0,11,1,20.0,1,1,1,3
808.0,0,1.9,0,7,0,20.0,0.8,185.0,6,14,496,974.0,1471.0,13,4,11.0,0,1,0,0
712.0,0,0.5,0,6,0,27.0,0.5,86.0,2,11,1245,1309.0,2001.0,11,10,12.0,1,1,1,1
1507.0,1,0.9,1,0,1,42.0,0.4,123.0,5,0,682,888.0,1486.0,15,3,19.0,1,0,0,1
912.0,0,0.7,0,3,0,47.0,0.9,182.0,3,6,724,794.0,1321.0,7,2,6.0,0,1,1,0
769.0,1,1.2,0,2,0,17.0,0.1,95.0,8,4,1384,1454.0,1877.0,18,2,11.0,0,0,1,1
948.0,0,2.3,0,14,0,22.0,0.1,173.0,5,20,257,1654.0,3499.0,11,7,19.0,1,1,1,3
507.0,1,1.9,1,0,1,39.0,0.7,142.0,1,0,17,1084.0,2124.0,6,0,12.0,1,1,0,1
1384.0,1,2.8,1,15,0,60.0,0.1,82.0,3,18,983,1210.0,1221.0,18,12,15.0,1,0,1,1
1766.0,1,1.3,0,1,0,29.0,0.5,194.0,8,20,439,1306.0,2316.0,19,2,6.0,0,0,1,2
1407.0,0,1.8,1,5,1,16.0,0.2,170.0,4,6,925,1206.0,1068.0,6,0,8.0,1,1,0,1
614.0,0,2.9,1,3,1,24.0,0.2,94.0,4,7,409,603.0,1930.0,13,12,4.0,1,0,1,1
1972.0,0,2.9,0,9,0,14.0,0.4,196.0,7,18,293,952.0,1316.0,8,1,8.0,1,1,0,1
1039.0,0,0.5,1,8,0,47.0,0.2,130.0,8,9,384,1878.0,1742.0,18,12,15.0,1,0,0,1
511.0,1,3.0,1,5,1,34.0,0.9,125.0,8,13,149,1285.0,3265.0,14,7,14.0,1,0,0,2
1811.0,1,2.5,0,4,1,5.0,0.6,98.0,4,16,447,568.0,2700.0,13,7,8.0,1,1,1,2
1159.0,0,1.5,0,3,0,36.0,0.4,104.0,4,8,717,1206.0,2115.0,8,7,18.0,0,0,0,2
1848.0,0,1.3,1,7,0,12.0,0.1,178.0,2,19,195,533.0,3915.0,9,7,8.0,0,0,1,3
1988.0,1,0.5,0,0,1,16.0,0.1,94.0,8,1,153,696.0,3144.0,16,2,14.0,1,0,0,3
1469.0,0,0.5,0,3,1,58.0,0.5,150.0,7,8,1699,1850.0,1571.0,17,16,2.0,1,0,0,2
1423.0,0,0.6,0,12,0,44.0,0.8,131.0,5,13,501,640.0,2253.0,10,8,9.0,0,0,0,1
1974.0,0,0.5,1,9,0,10.0,0.8,145.0,6,12,530,1496.0,1433.0,6,1,17.0,0,0,0,1
835.0,0,0.8,1,2,1,42.0,0.8,128.0,5,18,396,1378.0,2583.0,15,2,13.0,1,1,1,2
1429.0,0,0.6,0,8,0,42.0,0.9,151.0,5,9,670,1552.0,1817.0,6,1,16.0,1,0,0,1
947.0,1,0.5,0,1,1,51.0,0.1,144.0,2,15,193,887.0,2915.0,17,1,6.0,1,1,1,2
1446.0,1,2.8,1,0,1,18.0,0.3,178.0,8,1,351,1769.0,3340.0,8,0,16.0,1,1,1,3
1332.0,0,1.3,1,5,1,7.0,0.8,168.0,7,19,846,855.0,2790.0,19,11,10.0,1,1,0,2
1498.0,1,1.2,1,0,1,14.0,0.1,191.0,4,1,111,1167.0,577.0,14,12,12.0,1,1,0,0
1576.0,1,0.9,1,0,1,14.0,0.4,173.0,2,4,1213,1386.0,3220.0,17,2,6.0,1,1,0,3
1398.0,0,1.6,1,8,1,26.0,0.8,150.0,1,12,755,1284.0,3488.0,14,3,11.0,1,1,0,3
1885.0,0,2.4,1,12,1,14.0,0.6,92.0,4,15,1406,1517.0,1277.0,9,6,16.0,1,0,1,1
798.0,1,0.5,1,7,0,2.0,0.8,148.0,2,15,497,627.0,3593.0,14,9,3.0,0,1,0,2
1436.0,0,2.5,1,0,1,42.0,0.9,124.0,8,1,1826,1836.0,2736.0,12,5,19.0,1,1,0,3
1998.0,1,1.2,0,8,0,31.0,0.6,196.0,8,19,50,1356.0,2311.0,17,9,18.0,1,1,0,2
1321.0,1,1.3,0,0,1,63.0,0.4,109.0,8,9,817,941.0,1464.0,7,6,16.0,1,1,1,1
1021.0,0,1.3,0,7,0,9.0,0.7,192.0,2,12,901,1793.0,1355.0,6,1,14.0,1,1,0,1
1339.0,1,2.3,1,0,0,40.0,0.1,123.0,2,1,212,1269.0,2382.0,6,4,7.0,1,0,1,2
1210.0,1,1.6,1,9,0,57.0,0.5,111.0,4,20,329,1039.0,1886.0,16,0,17.0,1,0,1,1
1949.0,1,0.5,1,2,1,31.0,0.1,145.0,5,9,837,1182.0,832.0,7,3,19.0,1,0,0,1
882.0,0,0.7,1,9,1,28.0,0.2,151.0,6,16,248,884.0,751.0,19,11,8.0,1,0,1,0
1549.0,1,1.5,1,0,1,27.0,0.4,113.0,5,7,632,1162.0,436.0,10,8,11.0,1,0,0,0
1991.0,0,2.2,1,1,1,42.0,0.7,82.0,1,13,366,613.0,722.0,6,5,10.0,1,1,0,0
796.0,0,0.5,0,2,0,12.0,0.5,114.0,1,8,174,518.0,1075.0,7,3,2.0,0,1,0,0
1012.0,0,0.5,1,4,0,39.0,0.1,161.0,4,6,882,1195.0,2802.0,8,0,10.0,1,1,0,2
1318.0,0,1.9,1,0,1,11.0,0.8,188.0,2,15,688,1591.0,1780.0,12,10,2.0,1,0,0,1
1708.0,0,0.8,0,8,1,14.0,0.9,197.0,4,16,263,1345.0,1247.0,19,16,16.0,1,0,0,1
598.0,1,0.8,1,8,1,62.0,0.1,117.0,8,9,118,764.0,3066.0,11,2,19.0,1,1,0,2
541.0,1,2.3,0,4,0,51.0,0.4,200.0,8,17,1012,1226.0,403.0,11,2,12.0,0,0,0,0
818.0,0,0.5,1,2,1,23.0,0.2,192.0,5,17,586,1552.0,2518.0,19,12,3.0,1,1,0,2
1414.0,0,0.5,0,0,1,15.0,0.8,168.0,2,0,294,1233.0,1069.0,18,6,14.0,1,0,0,0
601.0,1,1.7,1,3,1,6.0,0.8,169.0,4,11,818,1827.0,2651.0,14,8,9.0,1,0,1,2
561.0,1,2.8,1,2,1,40.0,0.1,99.0,7,6,426,865.0,2974.0,15,12,19.0,1,0,1,2
1616.0,1,2.3,1,3,0,52.0,0.1,100.0,5,8,151,1133.0,657.0,7,3,2.0,1,1,0,0
1263.0,1,1.4,1,1,1,32.0,0.4,103.0,2,2,409,644.0,3372.0,18,13,10.0,1,1,0,3
1604.0,1,1.9,1,0,1,63.0,0.6,93.0,5,2,641,1156.0,1464.0,15,9,20.0,1,1,0,1
539.0,0,2.0,1,1,0,24.0,0.5,86.0,4,2,958,967.0,1326.0,7,4,3.0,1,1,0,0
1071.0,0,2.6,0,0,0,49.0,0.3,199.0,4,5,1328,1970.0,3393.0,6,5,7.0,1,0,0,3
826.0,0,0.5,1,0,1,57.0,0.5,135.0,2,0,354,530.0,323.0,17,3,7.0,1,0,1,0
771.0,0,2.9,0,2,0,62.0,0.7,106.0,1,8,1709,1781.0,1628.0,9,3,6.0,0,1,0,1
1811.0,0,2.9,0,0,0,33.0,0.2,132.0,8,2,1099,1553.0,2610.0,8,3,13.0,1,1,0,3
1842.0,1,2.2,1,7,0,56.0,0.4,179.0,4,10,783,1227.0,3721.0,16,11,4.0,0,1,1,3
1420.0,0,2.8,1,1,0,50.0,0.1,100.0,8,8,194,1393.0,763.0,17,1,17.0,0,1,1,0
1763.0,0,0.5,1,12,0,10.0,0.2,184.0,3,19,238,1893.0,792.0,17,12,13.0,1,0,1,0
1163.0,1,1.9,0,6,0,2.0,0.9,133.0,5,20,919,1076.0,1568.0,14,0,19.0,1,0,0,1
1805.0,1,0.5,0,0,0,29.0,0.2,182.0,4,2,758,891.0,1276.0,19,4,17.0,0,1,0,1
610.0,1,1.6,1,9,0,52.0,0.4,90.0,4,19,1039,1273.0,3472.0,10,4,12.0,1,1,1,3
1533.0,1,1.1,1,18,1,17.0,0.3,160.0,4,20,1054,1393.0,2520.0,8,2,11.0,1,0,1,2
1924.0,0,0.5,0,3,1,63.0,0.3,111.0,2,10,122,686.0,3423.0,13,3,19.0,1,0,0,3
1801.0,0,0.5,1,6,0,52.0,0.9,120.0,6,10,100,1708.0,258.0,14,8,9.0,1,0,0,0
1726.0,1,1.9,0,1,1,42.0,0.6,106.0,5,3,1221,1804.0,1868.0,16,7,6.0,1,0,0,2
794.0,0,2.5,1,15,0,14.0,0.6,197.0,3,19,312,1376.0,2171.0,19,8,18.0,0,0,1,1
1686.0,1,0.5,1,4,0,28.0,0.8,182.0,5,8,599,1073.0,780.0,11,10,5.0,0,0,0,0
1444.0,1,2.1,1,0,0,6.0,0.9,103.0,1,1,1274,1340.0,712.0,17,5,10.0,0,0,0,0
1004.0,0,1.6,1,0,1,30.0,1.0,160.0,8,1,62,581.0,1012.0,7,4,13.0,1,1,1,0
1242.0,1,2.4,0,8,0,28.0,0.2,166.0,4,9,315,1796.0,318.0,11,10,19.0,1,0,0,0
539.0,0,1.5,0,6,1,26.0,0.2,137.0,6,8,1123,1709.0,3948.0,18,11,15.0,1,1,1,3
717.0,0,1.1,1,2,1,14.0,0.1,99.0,8,6,1878,1981.0,629.0,16,15,20.0,1,0,0,0
1540.0,0,0.7,1,0,1,29.0,0.1,157.0,7,1,318,831.0,1161.0,11,8,5.0,1,0,0,0
672.0,0,0.5,0,7,1,35.0,0.1,99.0,8,17,574,1267.0,1403.0,16,7,6.0,1,0,0,0
1325.0,1,0.5,0,0,1,13.0,1.0,133.0,4,8,1353,1915.0,3707.0,19,3,18.0,1,1,0,3
950.0,0,0.5,0,6,1,55.0,0.1,124.0,8,7,86,1681.0,1305.0,6,5,4.0,1,0,1,0
948.0,0,1.5,1,6,0,18.0,0.3,119.0,4,7,340,1728.0,2926.0,17,13,9.0,1,1,1,2
1328.0,1,0.5,0,5,1,27.0,0.3,144.0,3,18,602,1156.0,2674.0,7,2,5.0,1,0,1,2
1447.0,0,0.5,0,3,0,40.0,0.7,184.0,2,5,963,1062.0,471.0,8,4,20.0,0,0,1,0
1973.0,1,0.5,1,3,0,21.0,0.8,95.0,8,7,127,507.0,1724.0,12,10,8.0,0,0,1,1
1731.0,1,2.3,1,18,0,60.0,0.5,171.0,4,20,142,1039.0,1220.0,9,3,20.0,0,1,0,1
1617.0,0,1.5,0,1,1,63.0,0.7,111.0,2,10,274,1079.0,2754.0,19,10,8.0,1,1,1,2
1791.0,1,0.5,1,1,1,33.0,0.5,110.0,5,4,371,682.0,594.0,17,8,16.0,1,0,1,0
851.0,0,2.3,1,7,1,54.0,1.0,101.0,2,9,788,1007.0,1005.0,12,2,14.0,1,0,1,0
856.0,0,1.9,1,0,1,14.0,0.6,115.0,1,7,395,1027.0,2439.0,6,3,12.0,1,1,1,1
714.0,1,0.5,0,1,0,30.0,0.3,145.0,4,2,643,1527.0,2302.0,12,10,10.0,0,1,1,1
951.0,0,0.5,0,6,1,15.0,0.6,81.0,2,17,854,935.0,1083.0,16,11,16.0,1,1,0,0
1303.0,1,2.1,0,6,1,10.0,0.4,109.0,8,15,1335,1873.0,2219.0,9,3,15.0,1,1,1,2
1550.0,1,2.7,0,2,0,32.0,0.1,126.0,7,5,1541,1619.0,1571.0,12,3,14.0,0,0,0,2
1759.0,1,1.4,0,10,1,15.0,0.4,101.0,4,13,382,1163.0,2107.0,18,5,16.0,1,1,0,2
1448.0,0,0.5,1,18,0,2.0,0.2,100.0,5,19,846,1144.0,593.0,9,4,18.0,1,1,1,0
1987.0,1,1.9,0,0,0,50.0,0.7,119.0,8,18,960,1925.0,857.0,12,4,6.0,1,1,0,1
908.0,0,2.1,0,1,0,44.0,0.6,95.0,5,2,154,941.0,3518.0,16,12,7.0,1,1,1,3
820.0,0,0.5,1,2,0,58.0,0.3,160.0,4,4,468,694.0,1284.0,17,7,17.0,0,0,1,0
904.0,0,2.7,1,4,0,19.0,0.6,147.0,6,7,1094,1496.0,545.0,19,18,16.0,0,0,0,0
667.0,0,1.3,1,4,1,6.0,0.1,149.0,6,10,272,870.0,3566.0,9,5,12.0,1,0,1,2
1109.0,0,2.1,0,1,0,34.0,0.1,173.0,1,4,165,1103.0,2821.0,13,5,17.0,1,0,1,2
1333.0,0,1.4,0,3,1,59.0,0.7,183.0,7,5,394,1301.0,3442.0,18,16,5.0,1,1,0,3
1352.0,0,2.4,0,5,1,6.0,0.9,92.0,6,9,629,1299.0,1309.0,12,1,14.0,1,0,0,1
1600.0,0,2.5,1,1,0,19.0,0.6,88.0,6,9,831,1713.0,1179.0,10,3,18.0,0,0,1,1
1454.0,0,1.4,1,8,0,37.0,0.8,80.0,8,20,903,910.0,1713.0,16,0,19.0,0,0,0,1
1489.0,0,2.1,1,0,0,9.0,0.4,169.0,3,1,923,1759.0,1663.0,9,3,14.0,1,0,1,1
1823.0,0,2.8,1,11,0,10.0,0.6,81.0,8,19,362,1250.0,1812.0,5,0,19.0,1,1,1,2
1581.0,1,1.0,0,9,0,41.0,0.4,172.0,4,19,693,850.0,1384.0,19,9,2.0,0,1,1,1
1672.0,1,1.7,1,1,1,44.0,0.5,172.0,8,4,1250,1435.0,1348.0,11,6,7.0,1,1,1,1
1283.0,1,0.7,1,0,1,27.0,0.2,80.0,4,6,1135,1923.0,3957.0,17,15,6.0,1,0,0,3
630.0,0,2.0,0,9,1,14.0,0.5,180.0,8,13,66,1448.0,1212.0,12,8,12.0,1,0,0,0
659.0,0,2.2,0,0,1,24.0,0.7,151.0,8,2,924,1877.0,3925.0,8,1,10.0,1,1,1,3
1811.0,1,0.5,1,0,0,32.0,1.0,115.0,6,0,204,1132.0,348.0,17,11,18.0,1,0,1,0
688.0,1,2.5,0,9,0,40.0,0.2,109.0,5,20,376,1957.0,1382.0,12,7,8.0,0,1,0,1
514.0,1,2.9,1,5,0,18.0,0.7,141.0,2,8,1083,1492.0,980.0,13,7,16.0,0,0,1,0
1933.0,0,2.8,1,1,0,16.0,0.5,154.0,3,9,229,1473.0,838.0,14,2,18.0,0,1,0,0
915.0,0,2.0,0,8,1,31.0,0.3,91.0,3,20,875,1316.0,378.0,11,6,9.0,1,1,0,0
1006.0,0,2.2,1,4,1,22.0,0.8,135.0,4,8,35,991.0,909.0,18,4,7.0,1,0,1,0
1134.0,1,0.9,0,2,1,13.0,0.4,92.0,4,19,18,903.0,3632.0,17,8,19.0,1,1,0,3
599.0,1,2.9,0,0,1,64.0,0.3,186.0,8,1,103,646.0,3396.0,5,3,7.0,1,0,0,2
973.0,0,0.5,1,5,0,53.0,0.5,196.0,5,7,105,588.0,1861.0,13,10,16.0,0,1,0,1
1180.0,1,2.5,0,0,1,27.0,0.1,90.0,6,1,168,540.0,348.0,7,5,19.0,1,1,1,0
1237.0,1,2.5,0,7,0,13.0,0.8,98.0,4,12,18,1004.0,2528.0,11,8,16.0,0,0,0,2
